方法,资料,企业编号,来源组,余额走势,预测日期,预测内容,实际余额_cny,预测余额_cny,预测下限_cny,预测上限_cny,绝对误差_cny,实际余额是否落在范围内,范围宽度占预测日余额比例,漏出范围扣分
XGBoost,每天余额收入支出,business_102_d1_s_abundant_t09,F-SHAPE-D1-S-09,长期波动或平稳,2025-05-12,以后30个银行营业日的日均余额,1252074.925,1153619.3089145785,944227.3110085491,1363011.306820608,98455.61608542153,1,0.3983819896339851,0.3983819896339851
XGBoost,每天余额收入支出,business_102_d1_s_abundant_t10,F-SHAPE-D1-S-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1351312.42,1342943.552294295,1176522.5330744728,1509364.5715141173,8368.867705704877,1,0.24631020444527885,0.24631020444527885
XGBoost,每天余额收入支出,business_102_d1_s_abundant_t10,F-SHAPE-D1-S-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1360659.407,1343662.1765870575,967298.3012775338,1720026.0518965814,16997.230412942357,1,0.557034583178809,0.557034583178809
XGBoost,每天余额收入支出,business_102_d1_s_abundant_t10,F-SHAPE-D1-S-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1336651.7546666665,1339477.9063402142,1070308.6410918566,1608647.1715885717,2826.1516735476907,1,0.39838198963398497,0.39838198963398497
XGBoost,每天余额收入支出,business_102_d1_s_abundant_t11,F-SHAPE-D1-S-11,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1616655.47,1605602.020672682,1406502.6510060427,1804701.3903393212,11053.449327317998,1,0.24631020444527893,0.24631020444527893
XGBoost,每天余额收入支出,business_102_d1_s_abundant_t11,F-SHAPE-D1-S-11,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1670652.3570000003,1615995.149479291,1165728.646541695,2066261.6524168868,54657.20752070937,1,0.557034583178809,0.557034583178809
XGBoost,每天余额收入支出,business_102_d1_s_abundant_t11,F-SHAPE-D1-S-11,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1653378.6700000004,1614379.2303726696,1292356.019027037,1936402.4417183022,38999.43962733075,1,0.39838198963398497,0.39838198963398497
XGBoost,每天余额收入支出,business_102_d1_s_abundant_t12,F-SHAPE-D1-S-12,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1474315.62,1470172.8795680406,1288543.848112786,1651801.9110232953,4142.740431959508,1,0.24631020444527893,0.24631020444527893
XGBoost,每天余额收入支出,business_102_d1_s_abundant_t12,F-SHAPE-D1-S-12,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1546321.588,1463621.4744626072,1052864.4290624617,1874378.5198627526,82700.11353739281,1,0.5570345831788089,0.5570345831788089
XGBoost,每天余额收入支出,business_102_d1_s_abundant_t12,F-SHAPE-D1-S-12,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1605114.2156666666,1474935.2034463962,1181168.507546011,1768701.8993467814,130179.01222027047,1,0.3983819896339849,0.3983819896339849
XGBoost,每天余额收入支出,business_102_d2_m_abundant_t07,F-SHAPE-D2-M-07,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,2975427.34,2974147.2894612667,2607708.2312475303,3340586.347675003,1280.050538733136,1,0.24631020444527904,0.24631020444527904
XGBoost,每天余额收入支出,business_102_d2_m_abundant_t07,F-SHAPE-D2-M-07,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,3196195.7759999996,2972261.4154809965,2143553.4514231305,3800969.3795388625,223934.36051900312,1,0.5570345831788089,0.5570345831788089
XGBoost,每天余额收入支出,business_102_d2_m_abundant_t07,F-SHAPE-D2-M-07,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,3345687.191666666,2981576.217221652,2388897.8853613744,3574254.54908193,364110.9744450138,1,0.398381989633985,0.398381989633985
XGBoost,每天余额收入支出,business_102_d2_m_abundant_t08,F-SHAPE-D2-M-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,3357171.09,3312658.4582757666,2899900.466849197,3725416.449702336,44512.63172423327,1,0.24631020444527899,0.24631020444527899
XGBoost,每天余额收入支出,business_102_d2_m_abundant_t08,F-SHAPE-D2-M-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,3453373.424,3329794.497733637,2396335.5035119774,4263253.491955297,123578.92626636289,1,0.557034583178809,0.557034583178809
XGBoost,每天余额收入支出,business_102_d2_m_abundant_t08,F-SHAPE-D2-M-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,3503285.0460000006,3320017.6059562657,2652423.0569112,3987612.1550013316,183267.44004373485,1,0.3983819896339849,0.3983819896339849
XGBoost,每天余额收入支出,business_102_d2_m_abundant_t09,F-SHAPE-D2-M-09,长期上升,2025-05-12,下一银行营业日的日末余额,2633887.16,2661291.0763838785,2336914.433951181,2985667.718816576,27403.916383878328,1,0.24631020444527893,0.24631020444527893
XGBoost,每天余额收入支出,business_102_d2_m_abundant_t09,F-SHAPE-D2-M-09,长期上升,2025-05-12,以后10个银行营业日的日均余额,2998768.198,2754738.177146781,2021155.0589914722,3488321.2953020893,244030.0208532191,1,0.5570345831788089,0.5570345831788089
XGBoost,每天余额收入支出,business_102_d2_m_abundant_t09,F-SHAPE-D2-M-09,长期上升,2025-05-12,以后30个银行营业日的日均余额,3185597.1709999996,2832135.148814083,2307488.54517798,3356781.7524501863,353462.02218591655,1,0.3983819896339851,0.3983819896339851
XGBoost,每天余额收入支出,business_102_d2_m_abundant_t10,F-SHAPE-D2-M-10,长期上升,2025-05-12,下一银行营业日的日末余额,3212454.67,3194414.8247741596,2798784.6415047143,3590045.008043605,18039.84522584034,1,0.24631020444527882,0.24631020444527882
XGBoost,每天余额收入支出,business_102_d2_m_abundant_t10,F-SHAPE-D2-M-10,长期上升,2025-05-12,以后10个银行营业日的日均余额,3211926.4329999997,3247781.603665343,2353057.429623209,4142505.777707477,35855.17066534329,1,0.5570345831788089,0.5570345831788089
XGBoost,每天余额收入支出,business_102_d2_m_abundant_t10,F-SHAPE-D2-M-10,长期上升,2025-05-12,以后30个银行营业日的日均余额,3699233.9060000004,3214309.2644947446,2574417.2229729514,3854201.306016538,484924.64150525583,1,0.3983819896339849,0.3983819896339849
XGBoost,每天余额收入支出,business_102_d2_m_abundant_t11,F-SHAPE-D2-M-11,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,3178119.21,3297228.903198396,2889396.597377752,3705061.2090190398,119109.6931983959,1,0.2463102044452788,0.2463102044452788
XGBoost,每天余额收入支出,business_102_d2_m_abundant_t11,F-SHAPE-D2-M-11,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,3351846.8320000004,3343893.6389849777,2421574.163869097,4266213.114100859,7953.193015022669,1,0.5570345831788088,0.5570345831788088
XGBoost,每天余额收入支出,business_102_d2_m_abundant_t11,F-SHAPE-D2-M-11,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,3645877.603333333,3332834.0366901658,2673206.2888436913,3992461.78453664,313043.5666431673,1,0.3983819896339849,0.3983819896339849
XGBoost,每天余额收入支出,business_102_d2_m_abundant_t12,F-SHAPE-D2-M-12,长期上升,2025-05-12,下一银行营业日的日末余额,3933394.75,3901063.704866036,3416338.6119404407,4385788.797791631,32331.04513396416,1,0.24631020444527885,0.24631020444527885
XGBoost,每天余额收入支出,business_102_d2_m_abundant_t12,F-SHAPE-D2-M-12,长期上升,2025-05-12,以后10个银行营业日的日均余额,3867034.218,3908248.6553376927,2812034.8760417383,5004462.434633647,41214.43733769283,1,0.5570345831788089,0.5570345831788089
XGBoost,每天余额收入支出,business_102_d2_m_abundant_t12,F-SHAPE-D2-M-12,长期上升,2025-05-12,以后30个银行营业日的日均余额,4085134.505000001,3920126.867953736,3136132.76839901,4704120.967508461,165007.63704626495,1,0.39838198963398486,0.39838198963398486
XGBoost,每天余额收入支出,business_102_e2_s_abundant_t07,F-SHAPE-E2-S-07,长期下降,2025-05-12,下一银行营业日的日末余额,1309069.96,1313848.9396089637,1152630.294868577,1475067.5843493503,4778.979608963709,1,0.24631020444527907,0.24631020444527907
XGBoost,每天余额收入支出,business_102_e2_s_abundant_t07,F-SHAPE-E2-S-07,长期下降,2025-05-12,以后10个银行营业日的日均余额,1346496.9190000002,1348079.985911674,983481.3661514241,1712678.605671924,1583.0669116738718,1,0.5570345831788088,0.5570345831788088
XGBoost,每天余额收入支出,business_102_e2_s_abundant_t07,F-SHAPE-E2-S-07,长期下降,2025-05-12,以后30个银行营业日的日均余额,1276911.976,1421259.5837936027,1160504.6361761622,1682014.5314110431,144347.60779360263,1,0.39838198963398486,0.39838198963398486
XGBoost,每天余额收入支出,business_102_e2_s_abundant_t08,F-SHAPE-E2-S-08,长期下降,2025-05-12,下一银行营业日的日末余额,1395335.14,1396997.0889084078,1225154.4471068669,1568839.7307099488,1661.9489084079396,1,0.24631020444527899,0.24631020444527899
XGBoost,每天余额收入支出,business_102_e2_s_abundant_t08,F-SHAPE-E2-S-08,长期下降,2025-05-12,以后10个银行营业日的日均余额,1399281.4,1427413.3197928302,1038788.3557405076,1816038.2838451527,28131.919792830246,1,0.557034583178809,0.557034583178809
XGBoost,每天余额收入支出,business_102_e2_s_abundant_t08,F-SHAPE-E2-S-08,长期下降,2025-05-12,以后30个银行营业日的日均余额,1327069.2299999997,1510014.542898451,1232076.3482587435,1787952.7375381584,182945.31289845123,1,0.39838198963398497,0.39838198963398497
XGBoost,每天余额收入支出,business_102_e2_s_abundant_t09,F-SHAPE-E2-S-09,冲高回落,2025-05-12,下一银行营业日的日末余额,1505817.24,1490933.1796464215,1307191.4371911497,1674674.9221016932,14884.060353578534,1,0.24631020444527896,0.24631020444527896
XGBoost,每天余额收入支出,business_102_e2_s_abundant_t09,F-SHAPE-E2-S-09,冲高回落,2025-05-12,以后10个银行营业日的日均余额,1498041.691,1483917.5914498728,1068382.6153345862,1899452.5675651594,14124.099550127285,1,0.5570345831788088,0.5570345831788088
XGBoost,每天余额收入支出,business_102_e2_s_abundant_t09,F-SHAPE-E2-S-09,冲高回落,2025-05-12,以后30个银行营业日的日均余额,1444591.6820000003,1491634.4066905053,1194450.613176954,1788818.2002040567,47042.72469050507,1,0.3983819896339849,0.3983819896339849
XGBoost,每天余额收入支出,business_102_e2_s_abundant_t10,F-SHAPE-E2-S-10,长期下降,2025-05-12,下一银行营业日的日末余额,1517602.97,1522703.1750923223,1335009.9777827677,1710396.3724018768,5100.205092322314,1,0.24631020444527893,0.24631020444527893
XGBoost,每天余额收入支出,business_102_e2_s_abundant_t10,F-SHAPE-E2-S-10,长期下降,2025-05-12,以后10个银行营业日的日均余额,1447099.6520000002,1539543.6366226235,1115072.3802884053,1964014.8929568417,92443.9846226233,1,0.557034583178809,0.557034583178809
XGBoost,每天余额收入支出,business_102_e2_s_abundant_t10,F-SHAPE-E2-S-10,长期下降,2025-05-12,以后30个银行营业日的日均余额,1428263.719333333,1554544.4874554258,1250969.613026882,1858119.3618839695,126280.76812209282,1,0.39838198963398513,0.39838198963398513
XGBoost,每天余额收入支出,business_102_e2_s_abundant_t11,F-SHAPE-E2-S-11,冲高回落,2025-05-12,下一银行营业日的日末余额,1412708.21,1434304.8115971694,1260322.5875838574,1608287.0356104814,21596.601597169414,1,0.24631020444527893,0.24631020444527893
XGBoost,每天余额收入支出,business_102_e2_s_abundant_t11,F-SHAPE-E2-S-11,冲高回落,2025-05-12,以后10个银行营业日的日均余额,1426692.802,1515288.7714615793,1121825.1070062637,1908752.4359168948,88595.96946157934,1,0.5570345831788088,0.5570345831788088
XGBoost,每天余额收入支出,business_102_e2_s_abundant_t11,F-SHAPE-E2-S-11,冲高回落,2025-05-12,以后30个银行营业日的日均余额,1467346.3476666668,1541485.5109901878,1260086.7572541551,1822884.2647262204,74139.16332352092,1,0.39838198963398486,0.39838198963398486
XGBoost,每天余额收入支出,business_102_e2_s_abundant_t12,F-SHAPE-E2-S-12,长期下降,2025-05-12,下一银行营业日的日末余额,1519542.52,1509874.9140018658,1323709.670025261,1696040.1579784707,9667.60599813424,1,0.24631020444527899,0.24631020444527899
XGBoost,每天余额收入支出,business_102_e2_s_abundant_t12,F-SHAPE-E2-S-12,长期下降,2025-05-12,以后10个银行营业日的日均余额,1462905.128,1505594.5275911107,1084578.7628791465,1926610.2923030748,42689.39959111065,1,0.5570345831788089,0.5570345831788089
XGBoost,每天余额收入支出,business_102_e2_s_abundant_t12,F-SHAPE-E2-S-12,长期下降,2025-05-12,以后30个银行营业日的日均余额,1438778.1796666665,1503989.1061389493,1202885.5425934414,1805092.6696844571,65210.926472282736,1,0.39838198963398497,0.39838198963398497
XGBoost,每天余额收入支出,business_102_e3_m_abundant_t07,F-SHAPE-E3-M-07,长期波动或平稳,2025-05-12,下一银行营业日的日末余额,3513081.98,3482972.7278120876,3053452.0818749336,3912493.3737492417,30109.252187912352,1,0.24631020444527896,0.24631020444527896
XGBoost,每天余额收入支出,business_102_e3_m_abundant_t07,F-SHAPE-E3-M-07,长期波动或平稳,2025-05-12,以后10个银行营业日的日均余额,3580232.34,3487752.457553592,2516384.4441367965,4459120.470970388,92479.8824464078,1,0.5570345831788089,0.5570345831788089
XGBoost,每天余额收入支出,business_102_e3_m_abundant_t07,F-SHAPE-E3-M-07,长期波动或平稳,2025-05-12,以后30个银行营业日的日均余额,3384013.4883333337,3488174.248355186,2793467.79109457,4182880.705615802,104160.76002185233,1,0.3983819896339849,0.3983819896339849
XGBoost,每天余额收入支出,business_102_e3_m_abundant_t08,F-SHAPE-E3-M-08,长期波动或平稳,2025-05-12,下一银行营业日的日末余额,3872542.72,3846308.422300784,3372200.3115217206,4320416.533079848,26234.297699216288,1,0.24631020444527896,0.24631020444527896
XGBoost,每天余额收入支出,business_102_e3_m_abundant_t08,F-SHAPE-E3-M-08,长期波动或平稳,2025-05-12,以后10个银行营业日的日均余额,3576668.464,3834383.6415409152,2762180.342192104,4906586.940889726,257715.1775409151,1,0.557034583178809,0.557034583178809
XGBoost,每天余额收入支出,business_102_e3_m_abundant_t08,F-SHAPE-E3-M-08,长期波动或平稳,2025-05-12,以后30个银行营业日的日均余额,3594791.7050000005,3851511.7656987496,3084689.567247226,4618333.964150273,256720.06069874903,1,0.3983819896339849,0.3983819896339849
XGBoost,每天余额收入支出,business_102_e3_m_abundant_t09,F-SHAPE-E3-M-09,长期上升,2025-05-12,下一银行营业日的日末余额,3635120.17,3643563.26003499,3195879.6639070613,4091246.8561629187,8443.090034990106,1,0.246310204445279,0.246310204445279
XGBoost,每天余额收入支出,business_102_e3_m_abundant_t09,F-SHAPE-E3-M-09,长期上升,2025-05-12,以后10个银行营业日的日均余额,3534364.858,3729360.603574697,2716916.779224281,4741804.427925113,194995.74557469692,1,0.557034583178809,0.557034583178809
XGBoost,每天余额收入支出,business_102_e3_m_abundant_t09,F-SHAPE-E3-M-09,长期上升,2025-05-12,以后30个银行营业日的日均余额,3676876.248000001,3898488.921973507,3174405.7190318923,4622572.124915122,221612.67397350585,1,0.398381989633985,0.398381989633985
XGBoost,每天余额收入支出,business_102_e3_m_abundant_t10,F-SHAPE-E3-M-10,长期上升,2025-05-12,下一银行营业日的日末余额,3465682.7,3572721.3888760884,3140350.2146477057,4005092.563104471,107038.68887608824,1,0.24631020444527885,0.24631020444527885
XGBoost,每天余额收入支出,business_102_e3_m_abundant_t10,F-SHAPE-E3-M-10,长期上升,2025-05-12,以后10个银行营业日的日均余额,3725426.9379999996,3783858.272217526,2806043.7421323685,4761672.802302684,58431.334217526484,1,0.557034583178809,0.557034583178809
XGBoost,每天余额收入支出,business_102_e3_m_abundant_t10,F-SHAPE-E3-M-10,长期上升,2025-05-12,以后30个银行营业日的日均余额,3653302.226333334,3793143.2570139123,3093826.356857821,4492460.157170003,139841.0306805782,1,0.3983819896339849,0.3983819896339849
XGBoost,每天余额收入支出,business_102_e3_m_abundant_t11,F-SHAPE-E3-M-11,冲高回落,2025-05-12,下一银行营业日的日末余额,3411016.1,3341374.219676845,2928868.8008916685,3753879.638462021,69641.88032315532,1,0.24631020444527907,0.24631020444527907
XGBoost,每天余额收入支出,business_102_e3_m_abundant_t11,F-SHAPE-E3-M-11,冲高回落,2025-05-12,以后10个银行营业日的日均余额,3358171.518,3345914.9958213936,2413027.19878719,4278802.792855597,12256.522178606596,1,0.5570345831788089,0.5570345831788089
XGBoost,每天余额收入支出,business_102_e3_m_abundant_t11,F-SHAPE-E3-M-11,冲高回落,2025-05-12,以后30个银行营业日的日均余额,3008153.2436666656,3357254.813628277,2690068.7754349313,4024440.8518216223,349101.5699616112,1,0.39838198963398497,0.39838198963398497
XGBoost,每天余额收入支出,business_102_e3_m_abundant_t12,F-SHAPE-E3-M-12,长期波动或平稳,2025-05-12,下一银行营业日的日末余额,3678619.68,3739094.76289212,3278067.182125511,4200122.3436587285,60475.082892119884,1,0.24631020444527882,0.24631020444527882
XGBoost,每天余额收入支出,business_102_e3_m_abundant_t12,F-SHAPE-E3-M-12,长期波动或平稳,2025-05-12,以后10个银行营业日的日均余额,3728718.4970000004,3827287.8842355707,2784666.4188982868,4869909.349572854,98569.38723557023,1,0.5570345831788089,0.5570345831788089
XGBoost,每天余额收入支出,business_102_e3_m_abundant_t12,F-SHAPE-E3-M-12,长期波动或平稳,2025-05-12,以后30个银行营业日的日均余额,3708566.0253333333,3970037.815297962,3224372.058917382,4715703.5716785425,261471.78996462887,1,0.39838198963398486,0.39838198963398486
XGBoost,每天余额收入支出,contract_diversity_t05_0002,contract_diversity_t05_0002,长期下降,2025-05-09,下一银行营业日的日末余额,1199350.08,1189860.5678431152,1042154.4861399843,1337566.649546246,9489.512156884884,1,0.24631020444527899,0.24631020444527899
XGBoost,每天余额收入支出,contract_diversity_t05_0002,contract_diversity_t05_0002,长期下降,2025-05-09,以后10个银行营业日的日均余额,1089053.0470000003,1191871.1686004368,857831.4326513011,1525910.9045495724,102818.12160043651,1,0.5570345831788089,0.5570345831788089
XGBoost,每天余额收入支出,contract_diversity_t05_0002,contract_diversity_t05_0002,长期下降,2025-05-09,以后30个银行营业日的日均余额,1061960.1453333334,1198370.9354257612,959471.1998567216,1437270.6709948007,136410.79009242775,1,0.3983819896339851,0.3983819896339851
XGBoost,每天余额收入支出,matrix_t07_f02_c01_calendar01_revision01_revision01,shared_contract_factory,长期U型/后段反弹,2025-05-15,下一银行营业日的日末余额,3857348.08,3794037.417224097,3326452.0058390307,4261622.828609163,63310.66277590301,1,0.24631020444527887,0.24631020444527887
XGBoost,每天余额收入支出,matrix_t07_f02_c01_calendar01_revision01_revision01,shared_contract_factory,长期U型/后段反弹,2025-05-15,以后10个银行营业日的日均余额,3809836.1350000002,3826600.3606788944,2769148.253414548,4884052.467943241,16764.225678894203,1,0.5570345831788088,0.5570345831788088
XGBoost,每天余额收入支出,matrix_t07_f02_c01_calendar01_revision01_revision01,shared_contract_factory,长期U型/后段反弹,2025-05-15,以后30个银行营业日的日均余额,3888821.190333334,3786047.5046049864,3029775.1165773435,4542319.89263263,102773.6857283474,1,0.3983819896339851,0.3983819896339851
XGBoost,每天余额收入支出,matrix_t07_f03_c01_calendar01_revision01_revision01,shared_contract_factory,长期U型/后段反弹,2025-05-08,下一银行营业日的日末余额,3383478.33,3488888.121865898,3058412.438899783,3919363.804832013,105409.79186589783,1,0.24631020444527887,0.24631020444527887
XGBoost,每天余额收入支出,matrix_t07_f03_c01_calendar01_revision01_revision01,shared_contract_factory,长期U型/后段反弹,2025-05-08,以后10个银行营业日的日均余额,3290770.2700000005,3489662.08218867,2516134.2368049216,4463189.927572419,198891.81218866957,1,0.557034583178809,0.557034583178809
XGBoost,每天余额收入支出,matrix_t07_f03_c01_calendar01_revision01_revision01,shared_contract_factory,长期U型/后段反弹,2025-05-08,以后30个银行营业日的日均余额,3598615.725666667,3499095.0847617304,2802843.951134057,4195346.218389404,99520.64090493647,1,0.39838198963398513,0.39838198963398513
XGBoost,每天余额收入支出,matrix_t07_f04_c01_calendar01_revision01_revision01,shared_contract_factory,长期U型/后段反弹,2025-05-09,下一银行营业日的日末余额,3650145.41,3575969.820876209,3134472.423761822,4017467.2179905963,74175.58912379108,1,0.24631020444527893,0.24631020444527893
XGBoost,每天余额收入支出,matrix_t07_f04_c01_calendar01_revision01_revision01,shared_contract_factory,长期U型/后段反弹,2025-05-09,以后10个银行营业日的日均余额,3656289.8,3566226.902562256,2567773.269144976,4564680.535979535,90062.89743774384,1,0.5570345831788088,0.5570345831788088
XGBoost,每天余额收入支出,matrix_t07_f04_c01_calendar01_revision01_revision01,shared_contract_factory,长期U型/后段反弹,2025-05-09,以后30个银行营业日的日均余额,3831493.975,3594078.5662902584,2880000.9182416564,4308156.2143388605,237415.40870974166,1,0.39838198963398486,0.39838198963398486
XGBoost,每天余额收入支出,matrix_t08_f02_c01_calendar01_revision01_revision01,shared_contract_factory,长期下降,2025-05-09,下一银行营业日的日末余额,2400769.93,2390164.391343728,2094497.3252015393,2685831.457485917,10605.538656271994,1,0.2463102044452788,0.2463102044452788
XGBoost,每天余额收入支出,matrix_t08_f02_c01_calendar01_revision01_revision01,shared_contract_factory,长期下降,2025-05-09,以后10个银行营业日的日均余额,2267424.034999999,2377453.4301803745,1708797.4915474905,3046109.3688132586,110029.39518037532,1,0.5570345831788088,0.5570345831788088
XGBoost,每天余额收入支出,matrix_t08_f02_c01_calendar01_revision01_revision01,shared_contract_factory,长期下降,2025-05-09,以后30个银行营业日的日均余额,2259048.5616666665,2385237.951576569,1907026.2008931476,2863449.7022599904,126189.38990990259,1,0.3983819896339849,0.3983819896339849
XGBoost,每天余额收入支出,matrix_t08_f03_c02_calendar01_revision01,shared_contract_factory,长期下降,2025-05-08,下一银行营业日的日末余额,2218302.92,2297986.4340394,2013901.088000106,2582071.780078694,79683.51403940003,1,0.24631020444527896,0.24631020444527896
XGBoost,每天余额收入支出,matrix_t08_f03_c02_calendar01_revision01,shared_contract_factory,长期下降,2025-05-08,以后10个银行营业日的日均余额,2198841.082,2311494.820962155,1669031.1330504254,2953958.508873884,112653.73896215484,1,0.557034583178809,0.557034583178809
XGBoost,每天余额收入支出,matrix_t08_f03_c02_calendar01_revision01,shared_contract_factory,长期下降,2025-05-08,以后30个银行营业日的日均余额,2443778.928,2318500.633391117,1859021.1504526166,2777980.116329618,125278.29460888263,1,0.3983819896339851,0.3983819896339851
XGBoost,每天余额收入支出,matrix_t09_f02_c01_calendar01_revision01_revision01,shared_contract_factory,长期U型/后段反弹,2025-05-16,下一银行营业日的日末余额,3485079.98,3450662.9854115727,3026368.2722933586,3874957.698529787,34416.994588427246,1,0.24631020444527896,0.24631020444527896
XGBoost,每天余额收入支出,matrix_t09_f02_c01_calendar01_revision01_revision01,shared_contract_factory,长期U型/后段反弹,2025-05-16,以后10个银行营业日的日均余额,3555932.0560000003,3503706.230078387,2544156.7497835737,4463255.7103732005,52225.82592161326,1,0.5570345831788087,0.5570345831788087
XGBoost,每天余额收入支出,matrix_t09_f02_c01_calendar01_revision01_revision01,shared_contract_factory,长期U型/后段反弹,2025-05-16,以后30个银行营业日的日均余额,3675386.6749999993,3514316.9232899053,2828062.8869056045,4200570.959674206,161069.75171009405,1,0.39838198963398486,0.39838198963398486
XGBoost,每天余额收入支出,matrix_t09_f03_c01_calendar01_revision01_revision01,shared_contract_factory,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,3712080.27,3680412.441784548,3226817.248037606,4134007.63553149,31667.82821545191,1,0.24631020444527899,0.24631020444527899
XGBoost,每天余额收入支出,matrix_t09_f03_c01_calendar01_revision01_revision01,shared_contract_factory,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,3733147.596,3659541.4772826205,2633728.477574472,4685354.476990769,73606.1187173794,1,0.5570345831788088,0.5570345831788088
XGBoost,每天余额收入支出,matrix_t09_f03_c01_calendar01_revision01_revision01,shared_contract_factory,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,3726718.168,3662195.747727262,2928551.130037598,4395840.365416926,64522.42027273821,1,0.3983819896339851,0.3983819896339851
XGBoost,每天余额收入支出,matrix_t10_f03_c01_calendar01_revision01_revision01,shared_contract_factory,长期波动或平稳,2025-05-08,下一银行营业日的日末余额,2758300.72,2726894.538352705,2393367.998928703,3060421.0777767072,31406.181647295132,1,0.24631020444527896,0.24631020444527896
XGBoost,每天余额收入支出,matrix_t10_f03_c01_calendar01_revision01_revision01,shared_contract_factory,长期波动或平稳,2025-05-08,以后10个银行营业日的日均余额,2764007.079,2779693.2034280105,2025417.4425616174,3533968.964294404,15686.124428010546,1,0.557034583178809,0.557034583178809
XGBoost,每天余额收入支出,matrix_t10_f03_c01_calendar01_revision01_revision01,shared_contract_factory,长期波动或平稳,2025-05-08,以后30个银行营业日的日均余额,2865652.542666667,2778965.899141088,2239520.25712754,3318411.541154636,86686.64352557901,1,0.3983819896339851,0.3983819896339851
XGBoost,每天余额收入支出,matrix_t12_f03_c01_calendar01_revision01_revision01,shared_contract_factory,长期波动或平稳,2025-05-07,下一银行营业日的日末余额,4595761.6,4583137.5509220855,4018442.556917037,5147832.544927134,12624.049077914096,1,0.24631020444527896,0.24631020444527896
XGBoost,每天余额收入支出,matrix_t12_f03_c01_calendar01_revision01_revision01,shared_contract_factory,长期波动或平稳,2025-05-07,以后10个银行营业日的日均余额,4653623.285000001,4678688.1736976,3401621.146299453,5955755.201095747,25064.88869759906,1,0.5570345831788088,0.5570345831788088
XGBoost,每天余额收入支出,matrix_t12_f03_c01_calendar01_revision01_revision01,shared_contract_factory,长期波动或平稳,2025-05-07,以后30个银行营业日的日均余额,4592829.947333334,4690999.046003162,3777661.6722848057,5604336.419721519,98169.09866982792,1,0.398381989633985,0.398381989633985
XGBoost,每天余额收入支出,matrix_t12_f03_c02_calendar01_revision01_revision01,shared_contract_factory,长期波动或平稳,2025-05-09,下一银行营业日的日末余额,4825863.57,4794489.725957948,4203505.796290699,5385473.655625196,31373.844042052515,1,0.24631020444527882,0.24631020444527882
XGBoost,每天余额收入支出,matrix_t12_f03_c02_calendar01_revision01_revision01,shared_contract_factory,长期波动或平稳,2025-05-09,以后10个银行营业日的日均余额,4889905.18,4824966.504288141,3488446.616007563,6161486.392568719,64938.67571185902,1,0.557034583178809,0.557034583178809
XGBoost,每天余额收入支出,matrix_t12_f03_c02_calendar01_revision01_revision01,shared_contract_factory,长期波动或平稳,2025-05-09,以后30个银行营业日的日均余额,4827330.027666667,4908692.557549106,3952835.473703215,5864549.641394997,81362.52988243941,1,0.39838198963398497,0.39838198963398497
XGBoost,每天余额收入支出,matrix_t13_f03_c01_calendar01_revision01_revision01,shared_contract_factory,长期下降,2025-05-15,下一银行营业日的日末余额,3254570.29,3208840.59420769,2813587.82467521,3604093.3637401704,45729.69579230994,1,0.246310204445279,0.246310204445279
XGBoost,每天余额收入支出,matrix_t13_f03_c01_calendar01_revision01_revision01,shared_contract_factory,长期下降,2025-05-15,以后10个银行营业日的日均余额,3200199.7819999997,3205798.5582220773,2311927.9115607105,4099669.204883444,5598.776222077664,1,0.557034583178809,0.557034583178809
XGBoost,每天余额收入支出,matrix_t13_f03_c01_calendar01_revision01_revision01,shared_contract_factory,长期下降,2025-05-15,以后30个银行营业日的日均余额,3176588.1539999996,3202545.102565536,2563263.489814999,3841826.7153160726,25956.94856553618,1,0.3983819896339849,0.3983819896339849
XGBoost,每天余额收入支出,matrix_t14_f02_c01_calendar01_revision01_revision01,shared_contract_factory,长期波动或平稳,2025-05-11,下一银行营业日的日末余额,3865588.45,3854628.4786370113,3379830.0157746836,4329426.9414993385,10959.97136298893,1,0.24631020444527885,0.24631020444527885
