方法,资料,企业编号,来源组,余额走势,预测日期,预测内容,实际余额_cny,预测余额_cny,预测下限_cny,预测上限_cny,绝对误差_cny,实际余额是否落在范围内,范围宽度占预测日余额比例,漏出范围扣分
ExtraTrees,每天余额收入支出,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4721474.532,4497268.221044684,4282974.549663733,4711561.892425635,224206.31095531583,0,0.0962509022159043,0.11851242063185358
ExtraTrees,每天余额收入支出,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4577100.312000001,4403315.515162693,4146338.3790749907,4660292.651250396,173784.7968373075,1,0.1154223595960999,0.1154223595960999
ExtraTrees,每天余额收入支出,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4109222.02,4119166.467299869,4063014.1102964897,4175318.824303248,9944.4472998688,1,0.02732992120166783,0.02732992120166783
ExtraTrees,每天余额收入支出,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4454201.687,4127983.7322399584,3930225.568824728,4325741.895655189,326217.95476004155,0,0.09625090221590428,0.40886431351270053
ExtraTrees,每天余额收入支出,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4377408.238666667,4030997.9294477524,3793849.8786214264,4268145.980274078,346410.30921891425,0,0.11542235959609991,0.3813176017144322
ExtraTrees,每天余额收入支出,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4677206.01,4643008.598347995,4579094.762499361,4706922.43419663,34197.411652004346,1,0.02732992120166806,0.02732992120166806
ExtraTrees,每天余额收入支出,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4979983.934,4932921.252385687,4707828.603229612,5158013.901541762,47062.681614313275,1,0.09625090221590431,0.09625090221590431
ExtraTrees,每天余额收入支出,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,5078247.851333333,4936052.698698658,4666125.621703028,5205979.775694287,142195.1526346756,1,0.11542235959609991,0.11542235959609991
ExtraTrees,每天余额收入支出,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1606814.4,1604861.8237270492,1582904.7682581965,1626818.8791959018,1952.5762729507405,1,0.027329921201667887,0.027329921201667887
ExtraTrees,每天余额收入支出,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1530061.5620000002,1627528.9795944563,1550200.3117477028,1704857.6474412098,97467.41759445611,0,0.09625090221590434,0.22158429322673057
ExtraTrees,每天余额收入支出,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1594766.3123333333,1592105.2055381017,1499374.0507976061,1684836.3602785973,2661.106795231579,1,0.11542235959609973,0.11542235959609973
ExtraTrees,每天余额收入支出,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1243456.79,1249100.41809813,1232079.757358687,1266121.078837573,5643.628098129993,1,0.027329921201668023,0.027329921201668023
ExtraTrees,每天余额收入支出,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1355350.6120000002,1253564.5547190402,1193620.951501398,1313508.1579366822,101786.05728096003,0,0.09625090221590421,0.4321811548484805
ExtraTrees,每天余额收入支出,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1483857.2696666666,1225087.9497715083,1153204.6534409171,1296971.2461020995,258769.3198951583,0,0.11542235959609969,1.6158283590754792
ExtraTrees,每天余额收入支出,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1805120.55,1787957.7483041543,1763324.8213436431,1812590.6752646654,17162.80169584579,1,0.027329921201667936,0.027329921201667936
ExtraTrees,每天余额收入支出,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1770565.19,1891947.9558829304,1805195.3660502539,1978700.545715607,121382.76588293049,0,0.09625090221590431,0.28835961592470527
ExtraTrees,每天余额收入支出,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1725552.5713333334,1879765.2493880712,1775733.0960364158,1983797.4027397267,154212.67805473786,0,0.11542235959609984,0.3937956499874776
ExtraTrees,每天余额收入支出,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1599206.17,1594766.4600527901,1572885.4075916538,1616647.5125139265,4439.709947209805,1,0.02732992120166777,0.02732992120166777
ExtraTrees,每天余额收入支出,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1680389.765,1646405.10618158,1569344.1068000894,1723466.1055630709,33984.65881841979,1,0.0962509022159044,0.0962509022159044
ExtraTrees,每天余额收入支出,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1958517.9303333333,1626295.4748133246,1533885.303306636,1718705.6463200133,332222.4555200087,0,0.1154223595960998,1.6130767427471993
直方图梯度提升树,每天余额收入支出,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,下一银行营业日的日末余额,4558638.55,4704810.963719399,4643981.878133363,4765640.049305434,146172.4137193989,0,0.02667201306985804,0.21377645015519933
直方图梯度提升树,每天余额收入支出,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后10个银行营业日的日均余额,4752485.302,4735247.584120692,4508112.068883266,4962383.099358117,17237.717879308388,1,0.09959316949575037,0.09959316949575037
直方图梯度提升树,每天余额收入支出,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后30个银行营业日的日均余额,4706828.721,4579431.944565403,4281960.31669413,4876903.572436676,127396.77643459663,1,0.13043377308824727,0.13043377308824727
直方图梯度提升树,每天余额收入支出,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4594860.55,4592303.108557757,4532920.355022215,4651685.862093299,2557.4414422428235,1,0.026672013069857944,0.026672013069857944
直方图梯度提升树,每天余额收入支出,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4721474.532,4622657.689303846,4400922.771039535,4844392.607568157,98816.84269615356,1,0.09959316949575048,0.09959316949575048
直方图梯度提升树,每天余额收入支出,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4577100.312000001,4470546.875347789,4180148.2249075877,4760945.5257879915,106553.43665221147,1,0.13043377308824747,0.13043377308824747
直方图梯度提升树,每天余额收入支出,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4109222.02,4110913.181696876,4056112.569984682,4165713.79340907,1691.1616968759336,1,0.02667201306985795,0.02667201306985795
直方图梯度提升树,每天余额收入支出,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4454201.687,4230665.833793586,4026040.6112268213,4435291.056360351,223535.8532064138,0,0.09959316949575034,0.14561314735922193
直方图梯度提升树,每天余额收入支出,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4377408.238666667,4129813.3028044277,3861822.6365414727,4397803.969067383,247594.93586223898,1,0.13043377308824747,0.13043377308824747
直方图梯度提升树,每天余额收入支出,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4677206.01,4742358.085015119,4679982.83510055,4804733.334929688,65152.07501511928,0,0.026672013069857854,0.03260894442292098
直方图梯度提升树,每天余额收入支出,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4979983.934,4997472.858278645,4764563.972818409,5230381.743738881,17488.924278644845,1,0.09959316949575035,0.09959316949575035
直方图梯度提升树,每天余额收入支出,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,5078247.851333333,5080304.110573759,4775271.296876095,5385336.924271423,2056.259240426123,1,0.13043377308824766,0.13043377308824766
直方图梯度提升树,每天余额收入支出,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1606814.4,1577163.1469854151,1555734.6596465972,1598591.634324233,29651.25301458477,0,0.026672013069857867,0.0778463470549582
直方图梯度提升树,每天余额收入支出,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1530061.5620000002,1720843.723547644,1640829.8541039377,1800857.5929913502,190782.16154764383,0,0.0995931694957504,0.7889589861323052
直方图梯度提升树,每天余额收入支出,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1594766.3123333333,1612769.0239380181,1507977.591515754,1717560.4563602824,18002.711604684824,1,0.13043377308824747,0.13043377308824747
直方图梯度提升树,每天余额收入支出,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1243456.79,1246787.542229781,1230176.6167042314,1263398.4677553305,3330.75222978089,1,0.026672013069858128,0.026672013069858128
直方图梯度提升树,每天余额收入支出,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1355350.6120000002,1283602.68976499,1221577.5731375203,1345627.8063924597,71747.92223501019,0,0.09959316949575044,0.17765227518529667
直方图梯度提升树,每天余额收入支出,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1483857.2696666666,1248324.6256317485,1167092.448476219,1329556.8027872778,235532.64403491816,0,0.1304337730882475,1.369228102447601
直方图梯度提升树,每天余额收入支出,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1805120.55,1792309.0684791848,1768269.1254075775,1816349.011550792,12811.481520815287,1,0.026672013069857968,0.026672013069857968
直方图梯度提升树,每天余额收入支出,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1770565.19,1930609.4317098758,1840844.3990245676,2020374.464395184,160044.24170987587,0,0.09959316949575026,0.48946264132832706
直方图梯度提升树,每天余额收入支出,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1725552.5713333334,1952171.582357002,1834609.3844290182,2069733.7802849857,226619.01102366857,0,0.13043377308824755,0.735419553541406
直方图梯度提升树,每天余额收入支出,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1599206.17,1593575.4954571452,1572221.1815197137,1614929.8093945766,5630.674542854773,1,0.02667201306985796,0.02667201306985796
直方图梯度提升树,每天余额收入支出,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1680389.765,1719061.8932112225,1639324.9868942597,1798798.7995281853,38672.12821122259,1,0.09959316949575028,0.09959316949575028
直方图梯度提升树,每天余额收入支出,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1958517.9303333333,1617370.241029656,1512941.5377564926,1721798.9443028194,341147.6893036773,0,0.13043377308824752,1.608770166331521
LSTM,每天余额收入支出,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,下一银行营业日的日末余额,4558638.55,4573390.25867583,4508646.2785854675,4638134.238766193,14751.708675830625,1,0.028388595135502386,0.028388595135502386
LSTM,每天余额收入支出,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后10个银行营业日的日均余额,4752485.302,4688749.551085579,4536150.505469618,4841348.59670154,63735.75091442093,1,0.06691081577019692,0.06691081577019692
LSTM,每天余额收入支出,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后30个银行营业日的日均余额,4706828.721,4617977.896915208,4443670.863782156,4792284.930048259,88850.82408479229,1,0.07642921837641779,0.07642921837641779
LSTM,每天余额收入支出,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4594860.55,4466540.504052689,4403335.940387529,4529745.067717849,128320.04594731051,0,0.02838859513550237,0.1746230564122212
LSTM,每天余额收入支出,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4721474.532,4580472.9606916,4431502.259779867,4729443.661603333,141001.57130839955,1,0.06691081577019707,0.06691081577019707
LSTM,每天余额收入支出,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4577100.312000001,4513636.9697498595,4343474.431741434,4683799.507758285,63463.342250141315,1,0.07642921837641793,0.07642921837641793
LSTM,每天余额收入支出,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4109222.02,4119594.5079788337,4061266.9878549986,4177922.028102669,10372.487978833728,1,0.028388595135502164,0.028388595135502164
LSTM,每天余额收入支出,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4454201.687,4213850.653048121,4076374.954278593,4351326.35181765,240351.03395187855,0,0.06691081577019702,0.3172631566309377
LSTM,每天余额收入支出,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4377408.238666667,4140698.1731321756,3983665.859570293,4297730.4866940575,236710.0655344911,0,0.0764292183764177,0.27032906507442894
LSTM,每天余额收入支出,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4677206.01,4691555.794651546,4625166.140759932,4757945.448543159,14349.784651545808,1,0.02838859513550215,0.02838859513550215
LSTM,每天余额收入支出,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4979983.934,4812661.371519311,4656183.536692128,4969139.206346495,167322.56248068903,0,0.06691081577019685,0.09009715314836438
LSTM,每天余额收入支出,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,5078247.851333333,4743677.823357523,4564940.2235926315,4922415.423122415,334570.02797580976,0,0.0764292183764178,0.4096033994532053
LSTM,每天余额收入支出,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1606814.4,1610586.4854901854,1587778.8837604378,1633394.087219933,3772.0854901855346,1,0.028388595135502404,0.028388595135502404
LSTM,每天余额收入支出,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1530061.5620000002,1651304.299044307,1597547.6678966573,1705060.930191957,121242.73704430694,0,0.06691081577019703,0.48691020024582227
LSTM,每天余额收入支出,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1594766.3123333333,1624642.202192032,1563238.4178580458,1686045.9865260182,29875.889858698705,1,0.07642921837641763,0.07642921837641763
LSTM,每天余额收入支出,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1243456.79,1249272.240752356,1231592.2539311245,1266952.2275735873,5815.450752355857,1,0.028388595135502105,0.028388595135502105
LSTM,每天余额收入支出,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1355350.6120000002,1277589.4957665966,1235918.4537383309,1319260.5377948624,77761.11623340356,0,0.06691081577019713,0.3566583465176561
LSTM,每天余额收入支出,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1483857.2696666666,1255038.7594772656,1207439.8005572371,1302637.7183972942,228818.510189401,0,0.07642921837641783,1.5313422009600939
LSTM,每天余额收入支出,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1805120.55,1805845.116990467,1780257.9890465464,1831432.2449343877,724.5669904670212,1,0.028388595135502213,0.028388595135502213
LSTM,每天余额收入支出,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1770565.19,1856122.1858421604,1795814.3193988833,1916430.0522854375,85556.99584216042,0,0.06691081577019692,0.20697876587381703
LSTM,每天余额收入支出,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1725552.5713333334,1824984.3732956478,1756097.407247595,1893871.3393437006,99431.8019623144,0,0.07642921837641786,0.24587476579205586
LSTM,每天余额收入支出,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1599206.17,1606953.6598203296,1584225.0052122811,1629682.3144283781,7747.489820329705,1,0.028388595135502393,0.028388595135502393
LSTM,每天余额收入支出,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1680389.765,1645749.501159227,1592178.9453101393,1699320.0570083146,34640.26384077291,1,0.06691081577019686,0.06691081577019686
LSTM,每天余额收入支出,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1958517.9303333333,1619778.141387209,1558586.9025059205,1680969.3802684976,338739.78894612426,0,0.07642921837641779,1.809750779663686
GRU,每天余额收入支出,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,下一银行营业日的日末余额,4558638.55,4557968.518190199,4462363.464560442,4653573.5718199555,670.0318098012358,1,0.04192039409092724,0.04192039409092724
GRU,每天余额收入支出,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后10个银行营业日的日均余额,4752485.302,4671697.755073795,4545723.850835357,4797671.659312233,80787.54692620505,1,0.05523636576052708,0.05523636576052708
GRU,每天余额收入支出,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后30个银行营业日的日均余额,4706828.721,4621345.863540776,4448766.65864691,4793925.068434642,85482.85745922383,1,0.07567160946393708,0.07567160946393708
GRU,每天余额收入支出,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4594860.55,4443349.736485281,4350017.882459328,4536681.5905112345,151510.8135147188,0,0.04192039409092712,0.17257701368893322
GRU,每天余额收入支出,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4721474.532,4555434.4489388475,4432455.823907231,4678413.073970464,166040.08306115214,0,0.05523636576052744,0.15194253910120054
GRU,每天余额收入支出,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4577100.312000001,4511674.066434426,4343198.274124886,4680149.858743967,65426.245565574616,1,0.07567160946393693,0.07567160946393693
GRU,每天余额收入支出,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4109222.02,4112033.023963488,4025902.9207207304,4198163.127206245,2811.003963488154,1,0.041920394090926974,0.041920394090926974
GRU,每天余额收入支出,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4454201.687,4213922.662387123,4100433.4171431568,4327411.90763109,240279.0246128766,0,0.05523636576052738,0.36378571829444084
GRU,每天余额收入支出,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4377408.238666667,4178682.1970440736,4023206.4750950485,4334157.918993099,198726.04162259307,0,0.07567160946393695,0.1809234538837914
GRU,每天余额收入支出,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4677206.01,4667305.502017175,4569270.342425348,4765340.661609001,9900.507982824929,1,0.04192039409092721,0.04192039409092721
GRU,每天余额收入支出,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4979983.934,4795218.602092688,4666042.67113984,4924394.533045536,184765.3319073124,0,0.055236365760527165,0.17408809227334854
GRU,每天余额收入支出,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,5078247.851333333,4739623.43714351,4562657.583857961,4916589.290429059,338624.414189823,0,0.07567160946393688,0.4213022285956218
GRU,每天余额收入支出,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1606814.4,1608463.0448829243,1574783.898443436,1642142.1913224126,1648.644882924389,1,0.04192039409092709,0.04192039409092709
GRU,每天余额收入支出,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1530061.5620000002,1648954.5120519793,1604577.2180981382,1693331.8060058204,118892.95005197916,0,0.055236365760527276,0.5189841147111097
GRU,每天余额收入支出,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1594766.3123333333,1628236.027894603,1567440.9120156881,1689031.143773518,33469.71556126978,1,0.07567160946393678,0.07567160946393678
GRU,每天余额收入支出,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1243456.79,1245749.4868839795,1219642.1007477227,1271856.8730202364,2292.6968839794863,1,0.04192039409092695,0.04192039409092695
GRU,每天余额收入支出,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1355350.6120000002,1273585.5459834926,1239185.1744949594,1307985.9174720258,81765.06601650757,0,0.055236365760527165,0.43550167655156247
GRU,每天余额收入支出,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1483857.2696666666,1270492.248565833,1223365.1169949346,1317619.3801367315,213365.02110083355,0,0.07567160946393688,1.410304997419412
GRU,每天余额收入支出,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1805120.55,1798775.639127611,1760992.068579496,1836559.209675726,6344.910872389097,1,0.04192039409092695,0.04192039409092695
GRU,每天余额收入支出,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1770565.19,1855781.647204141,1805996.162888141,1905567.1315201407,85216.45720414096,0,0.05523636576052739,0.2517874493332687
GRU,每天余额收入支出,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1725552.5713333334,1840752.3722800242,1772548.2521453595,1908956.492414689,115199.80094669084,0,0.07567160946393686,0.3363771795876996
GRU,每天余额收入支出,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1599206.17,1600211.4180553549,1566648.8499262119,1633773.9861844978,1005.2480553549249,1,0.04192039409092696,0.04192039409092696
GRU,每天余额收入支出,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1680389.765,1640608.6953365875,1596385.0106779262,1684832.3799952487,39781.0696634124,1,0.055236365760527366,0.055236365760527366
GRU,每天余额收入支出,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1958517.9303333333,1615151.644721946,1554566.9674270116,1675736.3220168804,343366.28561138734,0,0.07567160946393696,1.8416742015001732
余额保持法,每天余额收入支出及用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,下一银行营业日的日末余额,4558638.55,4561266.93,4481490.945209997,4641042.914790003,2628.3799999998882,1,0.03497974839635309,0.03497974839635309
余额保持法,每天余额收入支出及用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后10个银行营业日的日均余额,4752485.302,4561266.93,4410173.990273087,4712359.869726912,191218.37200000044,0,0.06625042649144519,0.15422035434017126
余额保持法,每天余额收入支出及用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后30个银行营业日的日均余额,4706828.721,4561266.93,4325707.54923002,4796826.31076998,145561.7910000002,1,0.1032868211332592,0.1032868211332592
余额保持法,每天余额收入支出及用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4594860.55,4452813.77,4374934.617334791,4530692.922665208,142046.78000000026,0,0.03497974839635303,0.17908554452712672
余额保持法,每天余额收入支出及用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4721474.532,4452813.77,4305313.36432526,4600314.175674739,268660.7620000001,0,0.0662504264914451,0.3383488401766426
余额保持法,每天余额收入支出及用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4577100.312000001,4452813.77,4222855.280299148,4682772.2597008515,124286.5420000013,1,0.1032868211332593,0.1032868211332593
余额保持法,每天余额收入支出及用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4109222.02,4109222.02,4037352.243817823,4181091.796182177,0.0,1,0.03497974839635314,0.03497974839635314
余额保持法,每天余额收入支出及用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4454201.687,4109222.02,3973103.164313481,4245340.875686519,344979.6669999999,0,0.06625042649144512,0.5745237938026644
