sample_id,图页,图中位置,日余额CSV
business_102_d4_m_abundant_t06,37,2,data/samples/source_d1453dbbfb6185f6/account_daily_total.csv
business_102_d4_m_abundant_t07,37,3,data/samples/source_86240d020a095be9/account_daily_total.csv
business_102_d4_m_abundant_t08,37,4,data/samples/source_e290745c3f28b299/account_daily_total.csv
business_102_d4_m_abundant_t09,37,5,data/samples/source_c7401633245f8cc0/account_daily_total.csv
business_102_d4_m_abundant_t10,37,6,data/samples/source_8ffbea4fda14ebff/account_daily_total.csv
business_102_d4_m_abundant_t11,37,7,data/samples/source_335ec827badb6277/account_daily_total.csv
business_102_d4_m_abundant_t12,37,8,data/samples/source_4e30c1c78486c7fb/account_daily_total.csv
business_102_d4_m_tight_t01,38,1,data/samples/source_5c7f369951715c36/account_daily_total.csv
business_102_d4_m_tight_t02,38,2,data/samples/source_7d25941089748b21/account_daily_total.csv
business_102_d4_s_abundant_t01,38,3,data/samples/source_cde2197769285d64/account_daily_total.csv
business_102_d4_s_abundant_t02,38,4,data/samples/source_0435c7a5cfe186c9/account_daily_total.csv
business_102_d4_s_tight_t01,38,5,data/samples/source_ddf9a9ecb709e546/account_daily_total.csv
business_102_d4_s_tight_t02,38,6,data/samples/source_394a4782e3cf3b71/account_daily_total.csv
business_102_e1_l_abundant_t01,38,7,data/samples/source_a617ffa1c1f58b3a/account_daily_total.csv
business_102_e1_l_abundant_t02,38,8,data/samples/source_b6656634683720de/account_daily_total.csv
business_102_e1_l_tight_t01,39,1,data/samples/source_57e141022ee68a45/account_daily_total.csv
business_102_e1_l_tight_t02,39,2,data/samples/source_22b725d36a74c5b5/account_daily_total.csv
business_102_e1_m_abundant_t01,39,3,data/samples/source_93e5cabd20b074eb/account_daily_total.csv
business_102_e1_m_abundant_t02,39,4,data/samples/source_6e71a75db0c1f681/account_daily_total.csv
business_102_e1_m_abundant_t03,39,5,data/samples/source_b190cff60ea35e2e/account_daily_total.csv
business_102_e1_m_tight_t01,39,6,data/samples/source_3ab049a18233b9f3/account_daily_total.csv
business_102_e1_m_tight_t02,39,7,data/samples/source_c723f87d2eb71889/account_daily_total.csv
business_102_e1_s_abundant_t01,39,8,data/samples/source_6565622547250fed/account_daily_total.csv
business_102_e1_s_abundant_t02,40,1,data/samples/source_9e58b80ed5aec32c/account_daily_total.csv
business_102_e1_s_abundant_t03,40,2,data/samples/source_805eace3c019eef9/account_daily_total.csv
business_102_e1_s_abundant_t04,40,3,data/samples/source_d519c28837559c8e/account_daily_total.csv
business_102_e1_s_abundant_t05,40,4,data/samples/source_97c39a1d1991923b/account_daily_total.csv
business_102_e1_s_abundant_t06,40,5,data/samples/source_4ce29cc375a6dfd6/account_daily_total.csv
business_102_e1_s_abundant_t07,40,6,data/samples/source_aed2465db15d45ff/account_daily_total.csv
business_102_e1_s_abundant_t08,40,7,data/samples/source_40529a40684fbafc/account_daily_total.csv
business_102_e1_s_abundant_t09,40,8,data/samples/source_dd3a2df56cf495c9/account_daily_total.csv
business_102_e1_s_abundant_t10,41,1,data/samples/source_2d72747e090d7e52/account_daily_total.csv
business_102_e1_s_abundant_t11,41,2,data/samples/source_10b752e20c9e0444/account_daily_total.csv
business_102_e1_s_abundant_t12,41,3,data/samples/source_a4a6bcdc4957f3bf/account_daily_total.csv
business_102_e1_s_tight_t01,41,4,data/samples/source_289f59b0df2db8c7/account_daily_total.csv
business_102_e1_s_tight_t02,41,5,data/samples/source_cad890da49533b49/account_daily_total.csv
business_102_e2_l_abundant_t01,41,6,data/samples/source_4316ae3468302053/account_daily_total.csv
business_102_e2_l_abundant_t02,41,7,data/samples/source_b7d2a4e197da681a/account_daily_total.csv
business_102_e2_l_tight_t01,41,8,data/samples/source_6de38dbe631f5a46/account_daily_total.csv
business_102_e2_l_tight_t02,42,1,data/samples/source_0b0c45fc05e052a4/account_daily_total.csv
business_102_e2_m_abundant_t01,42,2,data/samples/source_baf1a000269c04df/account_daily_total.csv
business_102_e2_m_abundant_t02,42,3,data/samples/source_5831ea0f54a97948/account_daily_total.csv
business_102_e2_m_abundant_t03,42,4,data/samples/source_b5be0c52b619f0f6/account_daily_total.csv
business_102_e2_m_tight_t01,42,5,data/samples/source_1127f04d47be7f54/account_daily_total.csv
business_102_e2_m_tight_t02,42,6,data/samples/source_3e5d8df6521faf02/account_daily_total.csv
business_102_e2_s_abundant_t01,42,7,data/samples/source_e3f31e07497d75a9/account_daily_total.csv
business_102_e2_s_abundant_t02,42,8,data/samples/source_011cd7d988ddfe1e/account_daily_total.csv
business_102_e2_s_abundant_t07,43,1,data/samples/source_072d21039fa4d29f/account_daily_total.csv
business_102_e2_s_abundant_t08,43,2,data/samples/source_d7ac034c764f5748/account_daily_total.csv
business_102_e2_s_abundant_t09,43,3,data/samples/source_d66d22806c34290f/account_daily_total.csv
business_102_e2_s_abundant_t10,43,4,data/samples/source_51cdb0c6024983bb/account_daily_total.csv
business_102_e2_s_abundant_t11,43,5,data/samples/source_5976f8aa66e0d4ca/account_daily_total.csv
business_102_e2_s_abundant_t12,43,6,data/samples/source_80497dda870cb33c/account_daily_total.csv
business_102_e2_s_t03,43,7,data/samples/source_d965ce0003fb24f2/account_daily_total.csv
business_102_e2_s_t04,43,8,data/samples/source_7ba6fc07cc200583/account_daily_total.csv
business_102_e2_s_t05,44,1,data/samples/source_efa0166901f2a373/account_daily_total.csv
business_102_e2_s_t06,44,2,data/samples/source_2e3ee6c98d9320f7/account_daily_total.csv
business_102_e2_s_tight_t01,44,3,data/samples/source_d90a908a1c987052/account_daily_total.csv
business_102_e2_s_tight_t02,44,4,data/samples/source_77e7df673f7ccbcc/account_daily_total.csv
business_102_e3_l_abundant_t01,44,5,data/samples/source_f57b0c708a2fc51b/account_daily_total.csv
business_102_e3_l_abundant_t02,44,6,data/samples/source_091108c6d1f09989/account_daily_total.csv
business_102_e3_l_tight_t01,44,7,data/samples/source_47b78d3f2b0a6eef/account_daily_total.csv
business_102_e3_l_tight_t02,44,8,data/samples/source_526619bf99564d02/account_daily_total.csv
business_102_e3_m_abundant_t01,45,1,data/samples/source_02b67c3d6eb13d21/account_daily_total.csv
business_102_e3_m_abundant_t02,45,2,data/samples/source_7d69b7ada7866087/account_daily_total.csv
business_102_e3_m_abundant_t07,45,3,data/samples/source_3ceb78c81a1f1fa3/account_daily_total.csv
business_102_e3_m_abundant_t08,45,4,data/samples/source_8cff661cba99197a/account_daily_total.csv
business_102_e3_m_abundant_t09,45,5,data/samples/source_eee4e02e42847fe4/account_daily_total.csv
business_102_e3_m_abundant_t10,45,6,data/samples/source_2a558d255bbf365c/account_daily_total.csv
business_102_e3_m_abundant_t11,45,7,data/samples/source_427f24b183985b6d/account_daily_total.csv
business_102_e3_m_abundant_t12,45,8,data/samples/source_847eaac6f70a2bcb/account_daily_total.csv
business_102_e3_m_t03,46,1,data/samples/source_ce9a614e0d791672/account_daily_total.csv
business_102_e3_m_t04,46,2,data/samples/source_070263d5fd9981b6/account_daily_total.csv
business_102_e3_m_t05,46,3,data/samples/source_fc12e2bf980a2348/account_daily_total.csv
business_102_e3_m_t06,46,4,data/samples/source_e513ce5ebf5a8ac9/account_daily_total.csv
business_102_e3_m_tight_t01,46,5,data/samples/source_4b08987843e63ba2/account_daily_total.csv
business_102_e3_m_tight_t02,46,6,data/samples/source_a0126a77410010dc/account_daily_total.csv
business_102_e3_s_abundant_t01,46,7,data/samples/source_f82d4e920be3c808/account_daily_total.csv
business_102_e3_s_abundant_t02,46,8,data/samples/source_6e27d20ace9c7e67/account_daily_total.csv
business_102_e3_s_tight_t01,47,1,data/samples/source_c866e79c0f8de1a2/account_daily_total.csv
business_102_e3_s_tight_t02,47,2,data/samples/source_e30a50b17143cb6e/account_daily_total.csv
business_102_e4_l_abundant_t01,47,3,data/samples/source_6908f6fae11587b0/account_daily_total.csv
business_102_e4_l_abundant_t02,47,4,data/samples/source_bf9bfe3f6b94998a/account_daily_total.csv
business_102_e4_l_tight_t01,47,5,data/samples/source_a8ee4283da7b3fb8/account_daily_total.csv
business_102_e4_l_tight_t02,47,6,data/samples/source_34361e7a7984deab/account_daily_total.csv
business_102_e4_m_abundant_t01,47,7,data/samples/source_e624448db9732cd8/account_daily_total.csv
business_102_e4_m_abundant_t02,47,8,data/samples/source_591026d6c3db839b/account_daily_total.csv
business_102_e4_m_tight_t01,48,1,data/samples/source_a0a259bc141f1392/account_daily_total.csv
business_102_e4_m_tight_t02,48,2,data/samples/source_799b5154577314db/account_daily_total.csv
business_102_e4_s_abundant_t01,48,3,data/samples/source_602b2a31dcdcdefd/account_daily_total.csv
business_102_e4_s_abundant_t02,48,4,data/samples/source_b1aa7e194cf36356/account_daily_total.csv
business_102_e4_s_tight_t02,48,5,data/samples/source_4baa013a97344166/account_daily_total.csv
contract_diversity_t05_0002,48,6,data/samples/source_1f90fdc135bb8cc4/account_daily_total.csv
matrix_t07_f02_c01_calendar01_revision01_revision01,48,7,data/samples/source_db8ff5c9a81b56cd/account_daily_total.csv
matrix_t07_f03_c01_calendar01_revision01_revision01,48,8,data/samples/source_393d694e8e430891/account_daily_total.csv
matrix_t07_f04_c01_calendar01_revision01_revision01,49,1,data/samples/source_4a2107fc69820825/account_daily_total.csv
matrix_t08_f02_c01_calendar01_revision01_revision01,49,2,data/samples/source_0e017f74fb07a3b0/account_daily_total.csv
matrix_t08_f03_c02_calendar01_revision01,49,3,data/samples/source_1f35030fd264befc/account_daily_total.csv
matrix_t09_f02_c01_calendar01_revision01_revision01,49,4,data/samples/source_772a7ec064419365/account_daily_total.csv
matrix_t09_f03_c01_calendar01_revision01_revision01,49,5,data/samples/source_4885f9a9d7b00a75/account_daily_total.csv
matrix_t10_f03_c01_calendar01_revision01_revision01,49,6,data/samples/source_d76ae807db90003f/account_daily_total.csv
matrix_t12_f03_c01_calendar01_revision01_revision01,49,7,data/samples/source_dc8da68c75b82173/account_daily_total.csv
matrix_t12_f03_c02_calendar01_revision01_revision01,49,8,data/samples/source_6478834c98cb06f0/account_daily_total.csv
matrix_t13_f03_c01_calendar01_revision01_revision01,50,1,data/samples/source_9033adbdde869dd7/account_daily_total.csv
matrix_t14_f02_c01_calendar01_revision01_revision01,50,2,data/samples/source_4e58b8be9e2dc550/account_daily_total.csv
matrix_t14_f03_c01_calendar01_revision01_revision01,50,3,data/samples/source_597c21b4e55f7597/account_daily_total.csv
matrix_t14_f04_c01_calendar01_revision01_revision01,50,4,data/samples/source_7885b19136300322/account_daily_total.csv
matrix_t15_f02_c01_calendar01_revision01_revision01,50,5,data/samples/source_7bd9dc7941657788/account_daily_total.csv
matrix_t15_f03_c01_calendar01_revision01_revision01,50,6,data/samples/source_32cd9dd335ec74af/account_daily_total.csv
matrix_t15_f04_c01_calendar01_revision01_revision01,50,7,data/samples/source_255390d9f0e9c2a3/account_daily_total.csv
matrix_t17_f02_c01_calendar01_revision01_revision01,50,8,data/samples/source_ffa083f53987ff60/account_daily_total.csv
matrix_t17_f03_c01_calendar01_revision01_revision01,51,1,data/samples/source_2e3918dbb8201eaf/account_daily_total.csv
matrix_t18_f02_c01_calendar01_revision01_revision01,51,2,data/samples/source_643db745f7d67d2e/account_daily_total.csv
matrix_t18_f03_c01_calendar01_revision01,51,3,data/samples/source_f125a421ebd1fb29/account_daily_total.csv
matrix_t19_f01_c01_calendar01_revision01_revision01,51,4,data/samples/source_815f9c0dcd535986/account_daily_total.csv
matrix_t19_f02_c01_calendar01_revision01_revision01,51,5,data/samples/source_4903e39e6be2bcd3/account_daily_total.csv
matrix_t19_f03_c01_calendar01_revision01_revision01,51,6,data/samples/source_50d5663d1ed3180c/account_daily_total.csv
matrix_t20_f01_c01_calendar01_revision01_revision01,51,7,data/samples/source_9e0927f031d1f461/account_daily_total.csv
matrix_t20_f03_c01_calendar01_revision01_revision01,51,8,data/samples/source_68f099ebdc01e2f4/account_daily_total.csv
matrix_t21_f01_c01_calendar01_revision01_revision01,52,1,data/samples/source_8edbdc7369571018/account_daily_total.csv
matrix_t22_f01_c01_calendar01_revision01_revision01,52,2,data/samples/source_bc98608c9aec72b1/account_daily_total.csv
matrix_t22_f02_c01_calendar01_revision01_revision01,52,3,data/samples/source_0067a005f28f4a11/account_daily_total.csv
matrix_t22_f03_c01_calendar01_revision01_revision01,52,4,data/samples/source_2d150e8dda55a99a/account_daily_total.csv
matrix_t22_f04_c01_calendar01_revision01_revision01,52,5,data/samples/source_1210fba7a70d82f6/account_daily_total.csv
v2_t01_contract_r00,52,6,data/samples/source_0c03fb98fe693c11/account_daily_total.csv
v2_t02_contract_r00,52,7,data/samples/source_546f5920171d558d/account_daily_total.csv
v2_t03_contract_r01,52,8,data/samples/source_e09d943877355b4b/account_daily_total.csv
v2_t04_contract_r00,53,1,data/samples/source_92581866b614ec06/account_daily_total.csv
v2_t06_contract_r00,53,2,data/samples/source_3f8a7de52ad47228/account_daily_total.csv
v2_t07_contract_r00,53,3,data/samples/source_88c8945ea84eedad/account_daily_total.csv
v2_t08_contract_r03,53,4,data/samples/source_fc5eb2edc14526dc/account_daily_total.csv
v2_t09_contract_r01,53,5,data/samples/source_43e05b5f03bb9551/account_daily_total.csv
v2_t10_contract_r00,53,6,data/samples/source_4e9f194f904c3389/account_daily_total.csv
v2_t11_contract_r01,53,7,data/samples/source_5aee1027fea5a258/account_daily_total.csv
v2_t12_contract_r01,53,8,data/samples/source_a2a18fac3d20cf10/account_daily_total.csv
v2_t13_contract_r02,54,1,data/samples/source_68f8a293fb02a86e/account_daily_total.csv
v2_t14_contract_r02,54,2,data/samples/source_ea5fdfc865a13023/account_daily_total.csv
v2_t15_contract_r02,54,3,data/samples/source_ba1bad8d51558fbc/account_daily_total.csv
v2_t16_contract_r03,54,4,data/samples/source_a6db7f623c78a50c/account_daily_total.csv
v2_t17_contract_r04,54,5,data/samples/source_2880d2fca475f6d3/account_daily_total.csv
v2_t18_contract_r01,54,6,data/samples/source_022eaed0bdacb937/account_daily_total.csv
v2_t19_contract_r00,54,7,data/samples/source_a81ffeda0849521d/account_daily_total.csv
v2_t20_contract_r03,54,8,data/samples/source_dea7b867c627f9cd/account_daily_total.csv
v2_t21_contract_r02,55,1,data/samples/source_266c0883da609d5f/account_daily_total.csv
v2_t22_contract_r02,55,2,data/samples/source_c8135c87738d9b0b/account_daily_total.csv
v2_t23_contract_r02,55,3,data/samples/source_b83ec398a742220e/account_daily_total.csv
v2_t24_contract_r04,55,4,data/samples/source_3f157ef31ac33b02/account_daily_total.csv
syn_b1_p0_001,55,5,data/samples/source_289a8470a07242b3/account_daily_total.csv
syn_b1_p0_002,55,6,data/samples/source_2630ce11e0908177/account_daily_total.csv
syn_b1_p0_003,55,7,data/samples/source_5a9554a6f054a559/account_daily_total.csv
syn_b1_p0_004,55,8,data/samples/source_947622b5b5ded05d/account_daily_total.csv
syn_b1_p0_005,56,1,data/samples/source_0a8b7c11239af513/account_daily_total.csv
syn_b1_p0_006,56,2,data/samples/source_15b1462fb1c63788/account_daily_total.csv
syn_b1_p0_007,56,3,data/samples/source_55de3bba1069c409/account_daily_total.csv
syn_b1_p0_008,56,4,data/samples/source_dfb9cf46f382fe25/account_daily_total.csv
syn_b1_p0_009,56,5,data/samples/source_bb3e57c626f34593/account_daily_total.csv
syn_b1_p0_010,56,6,data/samples/source_e4a244b7ec4af64d/account_daily_total.csv
syn_b1_p0_011,56,7,data/samples/source_cec38539d23c3257/account_daily_total.csv
syn_b1_p0_012,56,8,data/samples/source_eb9a7b1ebdc9cec3/account_daily_total.csv
syn_b1_p0_013,57,1,data/samples/source_1768d06260a92cea/account_daily_total.csv
syn_b1_p0_014,57,2,data/samples/source_45733c52d539667d/account_daily_total.csv
syn_b1_p0_015,57,3,data/samples/source_127b856c35b6d33d/account_daily_total.csv
syn_b1_p0_016,57,4,data/samples/source_32f09dd697db1dfa/account_daily_total.csv
syn_b1_p0_017,57,5,data/samples/source_4b661021d070c86e/account_daily_total.csv
syn_b1_p0_018,57,6,data/samples/source_fd62703ea9a6e115/account_daily_total.csv
syn_b1_p0_019,57,7,data/samples/source_7f4223c32740f26f/account_daily_total.csv
syn_b1_p0_020,57,8,data/samples/source_63792d376157a2da/account_daily_total.csv
syn_b1_p0_021,58,1,data/samples/source_7603966910095120/account_daily_total.csv
syn_b1_p0_022,58,2,data/samples/source_c8d3c48a5e9f9920/account_daily_total.csv
syn_b1_p0_023,58,3,data/samples/source_d68719a26f8ea376/account_daily_total.csv
syn_b1_p0_024,58,4,data/samples/source_8f4dd34185057d9c/account_daily_total.csv
syn_b1_p0_025,58,5,data/samples/source_e8b7215ed7e6180b/account_daily_total.csv
syn_b1_p0_026,58,6,data/samples/source_7a5c7b9ba54f458b/account_daily_total.csv
syn_b1_p0_027,58,7,data/samples/source_17d51372f2096bcc/account_daily_total.csv
syn_b1_p0_028,58,8,data/samples/source_0b09036885b22c09/account_daily_total.csv
syn_b1_p0_029,59,1,data/samples/source_6cbd84342e788719/account_daily_total.csv
syn_b1_p0_030,59,2,data/samples/source_f265a257809973cd/account_daily_total.csv
syn_b1_p0_031,59,3,data/samples/source_673993d6d4532c71/account_daily_total.csv
syn_b1_p0_032,59,4,data/samples/source_ab5590380f09aa42/account_daily_total.csv
syn_b1_p0_033,59,5,data/samples/source_449f1c653b33a3b9/account_daily_total.csv
syn_b1_p0_034,59,6,data/samples/source_1b776c7f97115922/account_daily_total.csv
syn_b1_p0_035,59,7,data/samples/source_4731a1dd0d845ed9/account_daily_total.csv
syn_b1_p0_036,59,8,data/samples/source_e82e31a9afcba6f7/account_daily_total.csv
syn_b1_p0_037,60,1,data/samples/source_92eb9f407c46da3a/account_daily_total.csv
syn_b1_p0_038,60,2,data/samples/source_8b2904ff7600c35d/account_daily_total.csv
syn_b1_p0_039,60,3,data/samples/source_aea201f08b005a59/account_daily_total.csv
syn_b1_p0_040,60,4,data/samples/source_c99b339362a1ea2b/account_daily_total.csv
syn_b1_p0_041,60,5,data/samples/source_12f460cfb947249b/account_daily_total.csv
syn_b1_p0_042,60,6,data/samples/source_db9f1b49937c7906/account_daily_total.csv
syn_b1_p0_043,60,7,data/samples/source_82111f97150c0dd0/account_daily_total.csv
syn_b1_p0_044,60,8,data/samples/source_c1bfe379e350ea14/account_daily_total.csv
syn_b1_p0_045,61,1,data/samples/source_0428a9761d028da2/account_daily_total.csv
syn_b1_p0_046,61,2,data/samples/source_f90f78c6620f1a5b/account_daily_total.csv
syn_b1_p0_047,61,3,data/samples/source_93748535ab5263da/account_daily_total.csv
syn_b1_p0_048,61,4,data/samples/source_74f4ed9fde7f1d9b/account_daily_total.csv
syn_b1_p0_049,61,5,data/samples/source_ab0096c74ee10d71/account_daily_total.csv
syn_b1_p0_050,61,6,data/samples/source_878f68a7785e9ded/account_daily_total.csv
syn_b1_p0_051,61,7,data/samples/source_30ad1de0aa3cb7e7/account_daily_total.csv
syn_b1_p0_052,61,8,data/samples/source_3be1168ab74f712f/account_daily_total.csv
syn_b1_p0_053,62,1,data/samples/source_c5588e7d32e8ddd1/account_daily_total.csv
syn_b1_p0_054,62,2,data/samples/source_baca98b269776877/account_daily_total.csv
syn_b1_p0_055,62,3,data/samples/source_690bf5ffb7d363a6/account_daily_total.csv
syn_b1_p0_056,62,4,data/samples/source_02e3b74017ee9196/account_daily_total.csv
syn_b1_p0_057,62,5,data/samples/source_a25a17af19a884a7/account_daily_total.csv
syn_b1_p0_058,62,6,data/samples/source_652c073095d0d878/account_daily_total.csv
syn_b1_p0_059,62,7,data/samples/source_36d1a242bc549df4/account_daily_total.csv
syn_b1_p0_060,62,8,data/samples/source_1ecb495d1cc86bfa/account_daily_total.csv
syn_b1_p0_061,63,1,data/samples/source_bbf0bbf15d9197cc/account_daily_total.csv
syn_b1_p0_062,63,2,data/samples/source_c0725bf99f428c2b/account_daily_total.csv
syn_b1_p0_063,63,3,data/samples/source_d415224e060a18d7/account_daily_total.csv
syn_b1_p0_064,63,4,data/samples/source_8b4f858b893f7d93/account_daily_total.csv
syn_b1_p0_065,63,5,data/samples/source_5b7444442a083684/account_daily_total.csv
syn_b1_p0_066,63,6,data/samples/source_d7d97b5d65e80764/account_daily_total.csv
syn_b1_p0_067,63,7,data/samples/source_27c06b158de9c270/account_daily_total.csv
syn_b1_p0_068,63,8,data/samples/source_3fec6024e8b1204f/account_daily_total.csv
syn_b1_p0_069,64,1,data/samples/source_4faaec07b7e35654/account_daily_total.csv
syn_b1_p0_070,64,2,data/samples/source_574f8fc8ab09bb62/account_daily_total.csv
syn_b1_p0_071,64,3,data/samples/source_c32fb18a2109a103/account_daily_total.csv
syn_b1_p0_072,64,4,data/samples/source_00d4b0103f492f71/account_daily_total.csv
syn_b1_p0_073,64,5,data/samples/source_597ad39cd7c1d8fb/account_daily_total.csv
syn_b1_p0_074,64,6,data/samples/source_60582133147ecf65/account_daily_total.csv
syn_b1_p0_075,64,7,data/samples/source_88fc32020522ca8b/account_daily_total.csv
syn_b1_p0_076,64,8,data/samples/source_7678659415574f43/account_daily_total.csv
syn_b1_p0_077,65,1,data/samples/source_be1278ece4d20dfe/account_daily_total.csv
syn_b1_p0_078,65,2,data/samples/source_09708771759f9ab6/account_daily_total.csv
syn_b1_p0_079,65,3,data/samples/source_901eb9609223ada9/account_daily_total.csv
syn_b1_p0_080,65,4,data/samples/source_d16c93ce096a8723/account_daily_total.csv
syn_b1_p0_081,65,5,data/samples/source_4f0aeae0f518aa9d/account_daily_total.csv
syn_b1_p0_082,65,6,data/samples/source_169d2253153f1b45/account_daily_total.csv
syn_b1_p0_083,65,7,data/samples/source_9cf04102fe72f385/account_daily_total.csv
syn_b1_p0_084,65,8,data/samples/source_258539100ce2d3df/account_daily_total.csv
syn_b1_p0_085,66,1,data/samples/source_20e6bf72ea1fbe65/account_daily_total.csv
syn_b1_p0_086,66,2,data/samples/source_809f66f532b17d4d/account_daily_total.csv
syn_b1_p0_087,66,3,data/samples/source_296e4497c489af5d/account_daily_total.csv
syn_b1_p0_088,66,4,data/samples/source_1af6f442b28f74c1/account_daily_total.csv
syn_b1_p0_089,66,5,data/samples/source_aeeeefa1718c0ab4/account_daily_total.csv
syn_b1_p0_090,66,6,data/samples/source_0304dba184931273/account_daily_total.csv
syn_b1_p0_091,66,7,data/samples/source_340296b313bcb1c7/account_daily_total.csv
syn_b1_p0_092,66,8,data/samples/source_b8fe62d8cbc87c22/account_daily_total.csv
syn_b1_p0_093,67,1,data/samples/source_eba48e6886eb6608/account_daily_total.csv
syn_b1_p0_094,67,2,data/samples/source_76e3766f7b8c4dfa/account_daily_total.csv
syn_b1_p0_095,67,3,data/samples/source_40fbbd5d89498257/account_daily_total.csv
syn_b1_p0_096,67,4,data/samples/source_00c0bb5778af7bd1/account_daily_total.csv
syn_b1_p0_097,67,5,data/samples/source_0379ff67d172af8f/account_daily_total.csv
syn_b1_p0_098,67,6,data/samples/source_b917a3e619e825df/account_daily_total.csv
syn_b1_p0_099,67,7,data/samples/source_75a9edece9c26d9d/account_daily_total.csv
syn_b1_p0_100,67,8,data/samples/source_ccaf5561b284fb78/account_daily_total.csv
syn_b1_p0_101,68,1,data/samples/source_03d918dbfa489f28/account_daily_total.csv
syn_b1_p0_102,68,2,data/samples/source_1a2aaef08ccdb13e/account_daily_total.csv
syn_b1_p0_103,68,3,data/samples/source_2df51ee9281ac74b/account_daily_total.csv
syn_b1_p0_104,68,4,data/samples/source_ee953199d418949d/account_daily_total.csv
syn_b1_p0_105,68,5,data/samples/source_48ae0cf984ffa234/account_daily_total.csv
syn_b1_p0_106,68,6,data/samples/source_2cef2bd4c0d4493b/account_daily_total.csv
syn_b1_p0_107,68,7,data/samples/source_fed8489b8435c752/account_daily_total.csv
syn_b1_p0_108,68,8,data/samples/source_07fffd3285a1e829/account_daily_total.csv
syn_b1_p0_109,69,1,data/samples/source_0998716926d04555/account_daily_total.csv
syn_b1_p0_110,69,2,data/samples/source_2ad1a8a770b7f8c1/account_daily_total.csv
syn_b1_p0_111,69,3,data/samples/source_d8a7dfbde2723118/account_daily_total.csv
syn_b1_p0_112,69,4,data/samples/source_28728ca20a3a8920/account_daily_total.csv
syn_b1_p0_113,69,5,data/samples/source_efed242637b23ceb/account_daily_total.csv
syn_b1_p0_114,69,6,data/samples/source_501e9d2b2bedc35b/account_daily_total.csv
syn_b1_p0_115,69,7,data/samples/source_e45c6db74e51a722/account_daily_total.csv
syn_b1_p0_116,69,8,data/samples/source_a3c57b74315b028e/account_daily_total.csv
syn_b1_p0_117,70,1,data/samples/source_a5a02dd2728864c9/account_daily_total.csv
syn_b1_p0_118,70,2,data/samples/source_6c25cb5184c934e7/account_daily_total.csv
syn_b1_p0_119,70,3,data/samples/source_24cc603f7e4869f6/account_daily_total.csv
syn_b1_p0_120,70,4,data/samples/source_6d14ba868b6a5285/account_daily_total.csv
syn_b1_p0_201,70,5,data/samples/source_7cb3bd8542d9e5a1/account_daily_total.csv
syn_b1_p0_202,70,6,data/samples/source_bd1f2914734e8ed1/account_daily_total.csv
syn_b1_p0_203,70,7,data/samples/source_7698ff3de69dc425/account_daily_total.csv
syn_b1_p0_204,70,8,data/samples/source_ead3de9506cfeeb6/account_daily_total.csv
syn_b1_p0_205,71,1,data/samples/source_497befb47186bdc4/account_daily_total.csv
syn_b1_p0_206,71,2,data/samples/source_2350580f9f40895c/account_daily_total.csv
syn_b1_p0_207,71,3,data/samples/source_0c58688103d7a5bf/account_daily_total.csv
syn_b1_p0_208,71,4,data/samples/source_9e47e288e29f5640/account_daily_total.csv
syn_b1_p0_209,71,5,data/samples/source_1ae61ab88a1a3cd2/account_daily_total.csv
syn_b1_p0_210,71,6,data/samples/source_8938a49fa5c6c6d0/account_daily_total.csv
syn_b1_p0_211,71,7,data/samples/source_451c6d64500a46c7/account_daily_total.csv
syn_b1_p0_212,71,8,data/samples/source_4c7548e06827306f/account_daily_total.csv
syn_b1_p0_213,72,1,data/samples/source_e36cc5da5e31baa0/account_daily_total.csv
syn_b1_p0_214,72,2,data/samples/source_6e60d46875fd25e9/account_daily_total.csv
syn_b1_p0_215,72,3,data/samples/source_011190af78726c48/account_daily_total.csv
syn_b1_p0_216,72,4,data/samples/source_722d830c1eac1566/account_daily_total.csv
syn_b1_p0_217,72,5,data/samples/source_5955e00306d66c4c/account_daily_total.csv
syn_b1_p0_218,72,6,data/samples/source_c6e1e39239df80a4/account_daily_total.csv
syn_b1_p0_219,72,7,data/samples/source_221dc77fdeb189d9/account_daily_total.csv
syn_b1_p0_220,72,8,data/samples/source_4c17d90fe0b85311/account_daily_total.csv
syn_b1_p0_221,73,1,data/samples/source_9e8ea663512099d9/account_daily_total.csv
syn_b1_p0_222,73,2,data/samples/source_fd70158b6ea7605f/account_daily_total.csv
syn_b1_p0_223,73,3,data/samples/source_e3a422d200f3b3e2/account_daily_total.csv
syn_b1_p0_224,73,4,data/samples/source_7d06fd12d8565a05/account_daily_total.csv
syn_b1_p0_225,73,5,data/samples/source_f6b465fe247f46d1/account_daily_total.csv
syn_b1_p0_226,73,6,data/samples/source_fb4fb0af65d358e8/account_daily_total.csv
syn_b1_p0_227,73,7,data/samples/source_d39ab203ce2b40c7/account_daily_total.csv
syn_b1_p0_228,73,8,data/samples/source_5f4fc78a2aa20404/account_daily_total.csv
syn_b1_p0_229,74,1,data/samples/source_3ce4da125d7f82e6/account_daily_total.csv
syn_b1_p0_230,74,2,data/samples/source_9a06e62656c5d28c/account_daily_total.csv
syn_b1_p0_231,74,3,data/samples/source_e294ee315fd99805/account_daily_total.csv
syn_b1_p0_232,74,4,data/samples/source_13051b8320cd65a7/account_daily_total.csv
syn_b1_p0_233,74,5,data/samples/source_cdcd3b266bb5a383/account_daily_total.csv
syn_b1_p0_234,74,6,data/samples/source_87b4476fc2694a2c/account_daily_total.csv
